name,lon,lat,type,address,phone,description,volume
"CENTER FOR FAMILY HEALTH & EDUCATION, INC.",-118.4502913,34.22815712,0,"8727 Van Nuys Blvd Ste 201, Panorama City, CA",818-899-5555,,
"CENTER FOR FAMILY HEALTH & EDUCATION, INC.",-118.4502938,34.22812347,0,"8727 Van Nuys Blvd Ste 103, Panorama City, CA",818-899-5555,,
COMMUNITY MEDICINE INC.,-118.150038,33.88915247,0,"8540 Alondra Blvd Ste B2, Paramount, CA",562-602-2508,,
"AXIS COMMUNITY HEALTH, INC.",-121.874335,37.66158202,0,"4361 Railroad Ave, Pleasanton, CA",925-201-6017,,
POMONA COMMUNITY HEALTH CENTER,-117.7543226,34.05280105,0,"750 S Park Ave Rm 101, Pomona, CA",909-622-6516,,
POMONA COMMUNITY HEALTH CENTER,-117.7215245,34.06299637,0,"1450 E Holt Ave, Pomona, CA",909-630-7927,,
SHASTA COMMUNITY HEALTH CENTER,-122.385355,40.58349934,0,"1035 Placer St, Redding, CA",530-246-5710,,
HILL COUNTRY COMMUNITY CLINIC,-121.9398877,40.80411808,0,"29632 CA-299 E, Bella Vista, CA",530-337-6243,,
CARES COMMUNITY HEALTH,-121.4813254,38.57055663,0,"1500 21st St Bldg B, Sacramento, CA",916-914-6234,,
SAN DIEGO FAMILY CARE,-117.1692748,32.7879584,0,"7011 Linda Vista Rd, San Diego, CA",858-279-9676,,
NORTH EAST MEDICAL SERVICES,-122.4090329,37.79988493,1,"1520 Stockton St, San Francisco, CA",415-391-9686,,
RITTER CENTER,-122.5251276,37.97150888,0,"16 Ritter St, San Rafael, CA",415-457-8182,,
"SOUTHLAND INTEGRATED SERVICES, INC.",-117.9607653,33.78849516,0,"9862 Chapman Ave Ste B, Garden Grove, CA",714-620-7001,,
AMERICAN INDIAN HEALTH & SERVICES,-119.76126,34.44047253,0,"4141 State St, Santa Barbara, CA",805-681-7356 x222,,
WESTSIDE FAMILY HEALTH CENTER,-105.024131,39.73433598,0,"1100 Federal Blvd, Denver, CA",303-436-4200,,
WESTSIDE FAMILY HEALTH CENTER,-118.4160142,34.01137433,0,"3861 Sepulveda Blvd, Culver City, CA",310-450-2191,,
FAMILIES TOGETHER OF ORANGE COUNTY,-117.831329,33.74605398,0,"661 W 1st St Ste A, Tustin, CA",714-665-9890,,
FAMILIES TOGETHER OF ORANGE COUNTY,-117.831168,33.74621999,0,"661 W 1st St Ste G, Tustin, CA",714-665-9890,,
ELICA HEALTH CENTERS,-121.525914,38.57080901,0,"155 15th St, West Sacramento, CA",916-375-8981,,
WILMINGTON COMMUNITY CLINIC,-118.2627245,33.7831597,0,"1009 N Avalon Blvd, Wilmington, CA",310-549-5760,,
AMPLA HEALTH,-121.5514003,39.50160414,0,"2800 Lincoln St, Oroville, CA",530-891-9048,,
"SUMMIT COMMUNITY CARE CLINIC, INC.",-106.076622,39.57088539,0,"360 Peak One Dr Ste 100, Frisco, CO",970-668-4040,,
CORNELL SCOTT-HILL HEALTH CORPORATION,-72.93912069,41.29767911,0,"400 Columbus Ave, New Haven, CT",203-503-3000,,
"STAYWELL HEALTH CARE, INC.",-73.03926716,41.55714545,0,"80 Phoenix Ave, Waterbury, CT",203-756-8021 x3012,,
"GENERATIONS FAMILY HEALTH CENTER, INC.",-72.22451382,41.71518095,0,"40 Mansfield Ave, Willimantic, CT",860-450-7471,,
"TREASURE COAST COMMUNITY HEALTH, INC.",-80.57663282,27.76770831,1,"12196 County Road 512, Fellsmere, FL",772-571-8828,,
"CITRUS HEALTH NETWORK, INC.",-80.32227618,25.85975112,0,"4175 W 20th Ave, Hialeah, FL",305-825-0300,,
"ESCAMBIA COMMUNITY CLINICS, INC.",-87.22110485,30.43347715,1,"14 W Jordan St Ste 2G, Pensacola, FL",850-436-4630,,
"COMMUNITY HEALTH CENTERS, INC.",-97.30549075,35.5076194,1,"12716 NE 36th St, Choctaw, FL",405-203-7628,,
"EAST GEORGIA HEALTHCARE CENTER, INC.",-82.35960548,31.75706406,1,"1636 Hatch Pkwy S, Baxley, GA",912-705-5656,,
"EAST GEORGIA HEALTHCARE CENTER, INC.",-82.36358526,32.20108722,1,"118 Alice Coleman Dr, Vidalia, GA",478-537-6565,,
"EAST GEORGIA HEALTHCARE CENTER, INC.",-82.59486879,32.37483912,1,"452 Second St, Soperton, GA",912-529-5533,,
"EAST GEORGIA HEALTHCARE CENTER, INC.",-82.33383635,32.59969613,1,"215 N Coleman St, Swainsboro, GA",478-237-6262 x1513,,
WAIMANALO HEALTH CENTER,-157.7163103,21.34716637,0,"41-1347 Kalanianaole Hwy, Waimanalo, HI",808-259-7948,,
BENEWAH MEDICAL CENTER,-116.8915234,47.33452441,0,"427 12th St, Plummer, ID",208-686-1931,,
BELOVED COMMUNITY FAMILY WELLNESS CENTER,-87.64450915,41.76994508,0,"6821 S Halsted St, Chicago, IL",773-651-3629,,
"CHICAGO FAMILY HEALTH CENTER, INC.",-87.55254011,41.72948529,0,"9119 S Exchange Ave, Chicago, IL",773-768-5000,,
CHRISTIAN COMMUNITY HEALTH CENTER,-87.64318799,41.7169831,0,"9718 S Halsted St, Chicago, IL",773-233-4100,,
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,-89.75689275,40.93021391,0,"112 E Main St, Princeville, IL",309-363-5089,,
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,-89.11845305,41.55151335,0,"1009 Main St, Mendota, IL",815-539-6124,,
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,-87.86358798,41.12173935,0,"202 N Schuyler Ave Ste 206, Kankakee, IL",815-932-6045,,
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,-88.31396488,41.7525603,0,"157 S Lincoln Ave Ste C, Aurora, IL",630-966-4572,,
COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,-88.61439115,42.42139363,0,"62 N Ayer St Ste A, Harvard, IL",815-943-4339,,
FAMILY CHRISTIAN HEALTH CENTER,-87.65797654,41.60818669,0,"31 W 155th St, Harvey, IL",708-596-5177,,
FAMILY CHRISTIAN HEALTH CENTER,-87.6020688,41.6371391,0,"713 E 142nd St, Dolton, IL",708-596-5177,,
WILL COUNTY COMMUNITY HEALTH CENTER,-88.06879212,41.50381483,0,"1106 Neal Ave, Joliet, IL",815-727-5935,,
PILLARS COMMUNITY HEALTH,-87.87079287,41.81481093,0,"23 W Calendar Ave, La Grange, IL",708-745-5277,,
PCC COMMUNITY WELLNESS CENTER,-87.77549566,41.88806336,0,"14 Lake St, Oak Park, IL",708-383-0113,,
LIFESPRING INC.,-85.74210923,38.27408201,0,"460 Spring St, Jeffersonville, IN",812-280-2080,,
EASTERN IOWA HEALTH CENTER,-91.6553763,41.98313342,0,"1201 3rd Ave SE, Cedar Rapids, IA",319-730-7300,,
ALL CARE HEALTH CENTER,-95.85310047,41.25298524,0,"902 S 6th St, Council Bluffs, IA",712-325-1990,,
CRESCENT COMMUNITY HEALTH CENTER,-90.66425003,42.50950902,0,"1690 Elm St Ste 400, Dubuque, IA",563-690-2860,,
SIOUXLAND COMMUNITY HEALTH CENTER,-96.40355731,42.50140942,0,"1021 Nebraska St, Sioux City, IA",712-252-2477,,
ATCHISON COMMUNITY HEALTH CLINIC,-95.11518436,39.57904002,0,"1412 N 2nd St, Atchison, KS",913-367-4879,,
"PARK DUVALLE COMMUNITY HEALTH CENTER, INC.",-85.80688735,38.22699172,0,"3015 Wilson Ave, Louisville, KY",502-774-4401,,
"SHAWNEE CHRISTIAN HEALTHCARE CENTER, INC.",-85.81328634,38.26032332,0,"234 Amy Ave, Louisville, KY",502-778-0001,,
RKM PRIMARY CARE,-91.02191195,30.86429448,0,"11990 Jackson St, Clinton, LA",225-683-5292 x10212,,
COMMON GROUND HEALTH CLINIC,-90.05175997,29.94110899,0,"1400 Teche St, New Orleans, LA",504-361-9800,,
SEBASTICOOK FAMILY DOCTORS,-69.28074182,44.84163289,0,"118 Moosehead Trl Ste 5, Newport, ME",207-368-5189,,
KATAHDIN VALLEY HEALTH CENTER,-68.45195113,45.95848829,0,"529 S Patten Rd, Patten, ME",207-538-3700,,
"FAMILY HEALTH CENTERS OF BALTIMORE, INC.",-76.62262699,39.24951501,0,"631 Cherry Hill Rd, Brooklyn, MD",410-354-2000,,
HARVARD STREET NEIGHBORHOOD HEALTH CENTER INC,-71.08833234,42.29403447,0,"895 Blue Hill Ave, Dorchester, MA",617-825-3400,,
"HOLYOKE HEALTH CENTER, INC.",-72.60852501,42.2073438,1,"230 Maple St, Holyoke, MA",413-420-2111,,
WHITTIER STREET HEALTH CENTER,-71.09208668,42.3329659,1,"1290 Tremont St, Roxbury Crossing, MA",617-427-1000,,
"FAMILY HEALTH CENTER OF WORCESTER, INC.",-71.8135771,42.25928126,0,"26 Queen St, Worcester, MA",508-860-7700,,
BALDWIN FAMILY HEALTH CARE,-85.85153725,43.90344799,1,"1615 Michigan Ave, Baldwin, MI",231-745-2743,,
"GRACE HEALTH, INC.",-85.18911954,42.33015251,1,"181 Emmett St W, Battle Creek, MI",269-966-2600,,
"GRACE HEALTH, INC.",-84.75236288,42.24467076,1,"115 Market Pl, Albion, MI",517-629-6540,,
"COVERED BRIDGE HEALTHCARE OF ST. JOSEPH COUNTY, INC.",-85.51392206,41.92309659,0,"658 E Main St, Centreville, MI",269-467-3228,,
"COVENANT COMMUNITY CARE, INC.",-82.92716004,42.424405,1,"20901 Moross Rd, Detroit, MI",313-554-0485,,
"COVENANT COMMUNITY CARE, INC.",-83.16319871,42.49430622,1,"27776 Woodward Ave, Royal Oak, MI",248-556-4900,,
NATIVE AMERICAN COMMUNITY CLINIC,-93.256728,44.96207501,0,"1213 E Franklin Ave, Minneapolis, MN",612-872-8086,,
"OPEN CITIES HEALTH CENTER, INC.",-93.14921434,44.95333922,0,"409 Dunlap St N, Saint Paul, MN",651-290-9200,,
"CENTRAL MISSISSIPPI HEALTH SERVICES, INC.",-90.20514989,32.2909996,0,"1134 Winter St, Jackson, MS",601-948-5572,,
"FAMILY HEALTH CENTER, INC.",-89.13993419,31.6893344,0,"117 S 11th Ave, Laurel, MS",601-425-3033,,
"FAMILY HEALTH CENTER, INC.",-88.64076145,31.67758942,0,"713 Lomax Ave, Waynesboro, MS",601-425-3033 x601,,
"FAMILY HEALTH CENTER, INC.",-85.58455502,42.30270299,0,"117 W Paterson St, Kalamazoo, MS",269-349-4257,,
"AMITE COUNTY MEDICAL SERVICES, INC.",-90.79469764,31.16301148,0,"102 W Freedom Dr, Liberty, MS",601-657-8091,,
"DELTA HEALTH CENTER, INC.",-90.72615005,33.87963248,0,"702 Ml King Dr, Mound Bayou, MS",662-741-2151,,
"COMPASS HEALTH, INC.",-94.36397096,38.92887402,0,"901 NE Independence Ave, Lees Summit, MO",816-966-0900,,
"COMPASS HEALTH, INC.",-92.35511191,38.90871257,0,"1000 W Nifong Blvd Bldg 6, Columbia, MO",573-442-1690,,
"COMPASS HEALTH, INC.",-90.97456761,38.98857685,0,"91 Troy Sq, Troy, MO",844-853-8937,,
"COMPASS HEALTH, INC.",-90.51910396,38.826226,0,"3785 New Town Blvd, Saint Charles, MO",844-853-8937,,
KANSAS CITY CARE CLINIC,-94.55941521,39.00721175,0,"2340 E Meyer Blvd Ste 200, Kansas City, MO",816-753-5144,,
KANSAS CITY CARE CLINIC,-94.59034915,39.06337486,0,"3515 Broadway Blvd, Kansas City, MO",816-753-5144,,
KANSAS CITY CARE CLINIC,-94.57109275,39.07237937,0,"1106 E 30th St Ste B, Kansas City, MO",816-753-5144,,
KANSAS CITY CARE CLINIC,-94.52789915,39.10545336,0,"4601 Independence Ave, Kansas City, MO",816-241-6334,,
GREAT MINES HEALTH CENTER,-90.77554539,37.91818859,0,"1 Southtowne Dr, Potosi, MO",573-438-9355,,
GREAT MINES HEALTH CENTER,-90.42655308,37.79021267,0,"508 W Pine St, Farmington, MO",636-438-9355,,
CARESTL HEALTH,-90.27242103,38.66834364,0,"5471 Dr Martin Luther King Dr, Saint Louis, MO",314-367-5820,,
CARESTL HEALTH,-90.23635476,38.65715461,0,"2425 Whittier St, Saint Louis, MO",314-371-3100,,
CARESTL HEALTH,-90.25093444,38.70540443,0,"5541 Riverview Blvd, Saint Louis, MO",314-389-4566,,
CARESTL HEALTH,-90.23025956,38.67799754,0,"4500 Pope Ave, Saint Louis, MO",314-385-3990,,
"HEARTLAND HEALTH CENTER, INC.",-98.37915949,40.94599247,0,"3307 W Capital Ave, Grand Island, NE",308-382-4297,,
FIRSTMED HEALTH AND WELLNESS CENTER,-115.1186074,36.12901598,0,"3343 S Eastern Ave, Las Vegas, NV",702-731-0909,,
SILVER STATE HEALTH SERVICES,-115.2255992,36.14973001,0,"1909 S Jones Blvd, Las Vegas, NV",702-937-3418,,
PROJECT HOPE,-71.07068802,42.31736101,0,"45 Magnolia St, Dorchester, NJ",617-442-1880,,
MONMOUTH FAMILY HEALTH CENTER,-73.99015368,40.30412062,0,"270 Broadway, Long Branch, NJ",732-923-7145,,
"NEWARK COMMUNITY HEALTH CENTERS, INC.",-74.20625431,40.6894502,0,"101 Ludlow St, Newark, NJ",973-565-0355,,
"NEWARK COMMUNITY HEALTH CENTERS, INC.",-74.15891559,40.77536555,0,"741 Broadway, Newark, NJ",973-483-1300,,
"NEWARK COMMUNITY HEALTH CENTERS, INC.",-74.15870939,40.77561168,0,"751 Broadway, Newark, NJ",973-483-1300,,
"SAINT JAMES HEALTH, INC.",-74.16269264,40.72906618,0,"228 Lafayette St, Newark, NJ",973-789-8111,,
JEWISH RENAISSANCE MEDICAL CENTER,-74.26946848,40.50857682,0,"275 Hobart St, Perth Amboy, NJ",732-376-9333,,
HIDALGO MEDICAL SERVICES,-108.706627,32.33878311,0,"530 De Moss St, Lordsburg, NM",505-534-9910,,
LA FAMILIA MEDICAL CENTER,-105.9602634,35.68602402,0,"1035 Alto St, Santa Fe, NM",505-982-4425,,
LA CLINICA DEL PUEBLO,-77.03516683,38.92591001,0,"2831 15th St NW, Washington, NM",202-462-4788,,
"OAK ORCHARD COMMUNITY HEALTH CENTER, INC.",-77.95057904,43.22005749,0,"300 West Ave, Brockport, NY",585-637-5319 x214,,
"OAK ORCHARD COMMUNITY HEALTH CENTER, INC.",-78.13261931,42.73868492,0,"81 S Main St, Warsaw, NY",585-637-3905,,
EZRA MEDICAL CENTER,-73.98523962,40.64085566,0,"1312 38th St, Brooklyn, NY",718-686-7600,,
BETANCES HEALTH CENTER,-73.98368369,40.71392565,0,"280 Henry St, New York, NY",212-227-8408 x101,,
"CHARLES B. WANG COMMUNITY HEALTH CENTER, INC.",-73.82197941,40.751591,1,"13743 45th Ave, Flushing, NY",929-362-3018,,
"CHARLES B. WANG COMMUNITY HEALTH CENTER, INC.",-73.83012881,40.76176008,1,"13626 37th Ave, Flushing, NY",718-886-1212,,
"CHARLES B. WANG COMMUNITY HEALTH CENTER, INC.",-73.99984584,40.71743955,1,"125 Walker St, New York, NY",212-226-8866,,
"CHARLES B. WANG COMMUNITY HEALTH CENTER, INC.",-74.001283,40.71876,1,"268 Canal St, New York, NY",212-379-6988,,
"HERITAGE HEALTH AND HOUSING, INC.",-73.946908,40.82539302,0,"1727 Amsterdam Ave, New York, NY",212-862-0054,,
"OPEN DOOR FAMILY MEDICAL CENTER, INC.",-73.86248038,41.16137196,1,"165 Main St, Ossining, NY",914-941-1263,,
BEACON CHRISTIAN COMMUNITY HEALTH CENTER,-74.15860688,40.62634172,0,"2079 Forest Ave, Staten Island, NY",718-815-6560 x200,,
"SYRACUSE COMMUNITY HEALTH CENTER, INC.",-76.15038227,43.03978488,0,"819 S Salina St, Syracuse, NY",888-867-2025,,
"ANSON REGIONAL MEDICAL SERVICES, INC.",-80.07860428,34.96794004,0,"203 Salisbury St, Wadesboro, NC",704-694-6700 x223,,
UNITED HEALTH CENTERS,-80.17993936,36.07695497,0,"3009A Waughtown St, Winston Salem, NC",336-293-8728,,
COAL COUNTRY COMMUNITY HEALTH CENTER,-101.7824912,47.27614212,1,"1312 Highway 49 N, Beulah, ND",701-873-7788,,
FAIRFIELD COMMUNITY HEALTH CENTER,-88.37447501,38.38110085,0,"209 NW 11th St, Fairfield, OH",618-842-4470,,
FAIRFIELD COMMUNITY HEALTH CENTER,-82.57939169,39.71369743,0,"1155 E Main St, Lancaster, OH",740-689-6758,,
"COMMUNITY HEALTH CONNECTION, INC.",-95.86589092,36.13335912,0,"9912 E 21st St, Tulsa, OK",918-622-0641,,
WHITE BIRD CLINIC,-123.087756,44.04664747,0,"341 E 12th Ave, Eugene, OR",541-342-8255,,
OUTSIDE IN,-122.6868099,45.51771099,0,"1132 SW 13th Ave, Portland, OR",503-535-3804,,
NORTH SIDE CHRISTIAN HEALTH CENTER,-80.01401477,40.37536981,0,"816 Middle Rd, Pittsburgh, PA",412-321-4001,,
SQUIRREL HILL HEALTH CENTER,-79.92578852,40.4168995,0,"4516 Browns Hill Rd, Pittsburgh, PA",412-422-7442,,
BERKS COMMUNITY HEALTH CENTER,-75.9210736,40.33521308,0,"838 Penn St, Reading, PA",610-988-4838,,
FAMILY FIRST HEALTH CORPORATION,-76.72684087,39.96075252,0,"116 S George St, York, PA",717-846-1995,,
"PRYMED MEDICAL CARE, INC.",-66.46857653,18.33855671,0,"13 Carr 149, Ciales, PR",787-871-0601,,
"CONCILIO DE SALUD INTEGRAL DE LOIZA, INC.",-65.88815775,18.39733717,0,"187 PR-188, Canóvanas, PR",787-876-3130,,
"WOOD RIVER HEALTH SERVICES, INC.",-71.7360673,41.4891714,0,"823 Main St, Hope Valley, RI",401-539-2461,,
"BLACKSTONE VALLEY COMMUNITY HEALTH CARE, INC.",-71.38488777,41.87643183,0,"39 East Ave, Pawtucket, RI",401-722-0081,,
"HOPEHEALTH, INC.",-79.75891799,34.19362301,0,"600 E Palmetto St, Florence, SC",843-667-9414,,
"FAMILY HEALTH CENTERS, INC.",-80.83889587,33.52886919,0,"3310 Magnolia St, Orangeburg, SC",803-531-8951,,
"COMMUNITY MEDICINE FOUNDATION, INC.",-81.02996697,34.90748385,0,"1131 Saluda St, Rock Hill, SC",803-325-7744,,
"MEMPHIS HEALTH CENTER, INC.",-90.05019901,35.12451701,0,"360 E Eh Crump Blvd, Memphis, TN",901-261-2000,,
HOPE FAMILY HEALTH SERVICES,-83.05430999,37.74459002,0,"214 Beriah Blvd, Salyersville, TN",606-349-5126,,
PEOPLE'S COMMUNITY CLINIC,-97.72324799,30.28748598,0,"2909 N Interstate 35, Austin, TX",512-478-4939,,
HEALTH CENTER OF SOUTHEAST TEXAS,-95.08346632,30.3443056,0,"307 N William Barnett Ave, Cleveland, TX",281-592-2224,,
"LOS BARRIOS UNIDOS COMMUNITY CLINIC, INC.",-96.83631003,32.77857746,0,"809 Singleton Blvd, Dallas, TX",214-571-6132,,
"LOS BARRIOS UNIDOS COMMUNITY CLINIC, INC.",-96.83589781,32.78011143,0,"3111 Sylvan Ave, Dallas, TX",214-571-6132,,
MISSION EAST DALLAS AND METROPLEX PROJECT,-96.64731001,32.82608001,0,"4550 Gus Thomasson Rd Ste 36, Mesquite, TX",972-682-8917,,
CENTRO SAN VICENTE,-106.3555648,31.72322272,1,"8061 Alameda Ave, El Paso, TX",915-859-7545,,
"COMMUNITY HEALTH CENTERS OF SOUTH CENTRAL TEXAS, INC.",-97.45483095,29.50186365,0,"228 Saint George St, Gonzales, TX",830-672-6511 x205,,
BEE BUSY WELLNESS CENTER,-95.53094847,29.65593761,0,"8785 W Bellfort St, Houston, TX",713-771-2292,,
BEE BUSY WELLNESS CENTER,-95.552598,29.67804899,0,"9896 Bissonnet St Ste 625, Houston, TX",713-774-8800,,
"CACTUS HEALTH SERVICES, INC.",-102.8791026,30.89107735,0,"700 N Main St, Fort Stockton, TX",432-336-8110,,
"BEAR LAKE COMMUNITY HEALTH CENTER, INC.",-111.4012895,41.94680974,0,"325 W Logan Rd, Garden City, UT",435-946-3660,,
JOHNSON HEALTH CENTER,-79.15162639,37.41613076,0,"320 Federal St, Lynchburg, VA",434-947-5967,,
STONY CREEK COMMUNITY HEALTH CENTER,-77.40037708,36.94744391,0,"12454 Hartley St, Stony Creek, VA",434-246-6100,,
COWLITZ FAMILY HEALTH CENTER,-122.9345848,46.13317327,1,"1057 12th Ave, Longview, WA",360-636-3892,,
MOSES LAKE COMMUNITY HEALTH CENTER,-119.2625085,47.12968668,1,"605 S Coolidge St, Moses Lake, WA",509-765-0674,,
COUNTRY DOCTOR COMMUNITY CLINIC,-122.3072757,47.62341699,1,"500 19th Ave E, Seattle, WA",206-299-1600,,
NEIGHBORCARE HEALTH,-122.337739,47.66108702,0,"1629 N 45th St, Seattle, WA",206-633-3350,,
SEATTLE INDIAN HEALTH BOARD,-122.318103,47.597232,0,"611 12th Ave S, Seattle, WA",206-324-9360,,
"GERALD L. IGNACE INDIAN HEALTH CENTER, INC.",-87.92368704,43.01256302,0,"930 W Historic Mitchell St, Milwaukee, WI",414-383-9526,,
"MILWAUKEE HEALTH SERVICES, INC.",-87.91451598,43.06532899,0,"2555 N Dr Martin Luther King Jr Dr, Milwaukee, WI",414-372-8080 x1100,,
Oakland Coliseum,-122.19937,37.75169,3,"7000 Coliseum Way, Oakland, CA, 94621",,"FEMA partnered with the California Governor’s Office of Emergency Services (OES) to open the site on February 16, with the capacity to vaccinate 6,000 individuals a day. At the time of launch, 231 federal personnel were deployed to support site vaccinations and operations, including 125 from FEMA, 85 from USFS, and 21 from NDMS. The Coliseum is adjacent to the communities of Eastmont and Elmhurst, which have some of the lowest health scores in the state. The site operates 7 days a week with drive-through and pedestrian options. Appointments were reserved for faith and community-based organizations to register their communities.",6000
"California State University, Los Angeles",-118.1714,34.0624067,3,"5151 State University Dr, Los Angeles, CA, 90032",,"FEMA partnered with the California Governor’s Office of Emergency Services (OES) to open the site on February 16, with the capacity to vaccinate 6,000 individuals a day. At the time of launch, 256 personnel were deployed to support site vaccinations and operations, including 222 from DoD, 30 from FEMA, and four from USFS. The institution is one of the most diverse public universities in the country, serving a large Latinx community.The site operates 7 days a week with drive-through and pedestrian options. Appointments were reserved for faith and community-based organizations to register their communities.",6000
NRG Stadium,-95.412461,29.681248,3,"8600 Kirby Drive, Houston, TX, 77054",,"FEMA and the Texas Division of Emergency Management opened this site on February 24, with the capacity to vaccinate 6,000 individuals a day. The 11-lane drive-through site operates 7 days a week, and the state is conducting targeted outreach to provide registration support. Harris County is highly diverse, home to the nation’s second-largest Hispanic and Latinx population of any U.S. county.",6000
Fair Park,-96.762002,32.7799583,3,"3809 Grand Avenue / Dallas, Dallas, TX, 0",,"FEMA and the Texas Division of Emergency Management opened the site on February 24, with the capacity to vaccinate 3,000 individuals a day. The 12-lane drive-through site operates 7 days a week, and the state is conducting targeted outreach to provide registration support. Dallas County is highly diverse, with nearly two-thirds of its population Hispanic and/or Black.",3000
Globe Life Field,-97.082363,32.7464939,3,"734 Stadium Dr, Arlington, TX, 76011",,"FEMA and the Texas Division of Emergency Management will open the site on February 26, with the capacity to vaccinate 3,000 individuals a day. The site operates 7 days a week with drive-through and pedestrian options, and the state is conducting targeted outreach to provide registration support.",3000
Medgar Evers College,-73.956795,40.6660005,3,"1650 Bedford Ave, Brooklyn, NY, 11225",,"FEMA and New York State opened the site on February 24, with the capacity to vaccinate 3,000 individuals a day. The site is located in Crown Heights, Brooklyn. For the first week of scheduling, appointments were reserved specifically for eligible residents living in areas with low vaccination rates, before opening to all eligible borough residents. The state is additionally partnering with faith leaders to encourage sign-up, and the MTA is launching a pilot program to enhance bus service to connect New Yorkers to the vaccination site.",3000
York College,-73.795356,40.7021252,3,"94-20 Guy R Brewer Blvd, Queens, NY, 11451",,"New York State and FEMA opened the site on February 23, with the capacity to vaccinate 3,000 individuals a day. The site is located in Jamaica, Queens. For the first week of scheduling, appointments were initially reserved for eligible residents living in areas with low vaccination rates, before opening to all eligible borough residents. The state is additionally partnering with faith leaders to encourage sign-up, and the MTA is launching a pilot program to enhance bus service to connect New Yorkers to the vaccination site.",3000
Miami-Dade Community College (North Campus),-80.19038,25.7774845,3,"300 NE 2nd Ave, Miami, FL, 33132",,"With state partners, FEMA will open the site on March 3. The site is expected to vaccinate 3,000 individuals a day.",3000
Tampa Greyhound Track,-82.453453,28.0251807,3,"755 E Waters Ave, Tampa, FL, 33604",,"With state partners, FEMA will open the site on March 3. The site is expected to vaccinate 3,000 individuals a day.",3000
Valencia College West Campus,-81.465751,28.521194,3,"1800 S Kirkman Rd, Orlando, FL, 32811",,"With state partners, FEMA will open the site on March 3. The site is expected to vaccinate 3,000 individuals a day.",3000
Gateway Mall,-81.663334,30.3700621,3,"5000-7 Norwood Ave, Jacksonville, FL, 32208",,"With state partners, FEMA will open the site on March 3. The site is expected to vaccinate 3,000 individuals a day.",3000
New York National Guard Armory,-73.898263,40.9386868,3,"2 Quincy Pl, Yonkers, NY, 10701",,"FEMA and the State of New York will open the site on March 3. The site is expected to vaccinate 1,000 individuals a day and will operate with extended hours to better reach local residents.",1000
Former Kodak Hawkeye Lot,-77.625197,43.18069,3,"1345 St. Paul St, Rochester, NY, 0",,"FEMA and the State of New York will open the site on March 3. The site is expected to vaccinate 1,000 individuals a day and will operate with extended hours to better reach local residents.",1000
Delavan Grider Community Center,-78.824057,42.9225768,3,"877 E Delavan Ave, Buffalo, NY, 14215",,"FEMA and the State of New York will open the site on March 3. The site is expected to vaccinate 1,000 individuals a day and will operate with extended hours to better reach local residents.",1000
Washington Avenue Armory,-73.762747,42.6564887,3,"195 Washington Ave, Albany, NY, 12210",,"FEMA and the State of New York will open the site on March 3. The site is expected to vaccinate 1,000 individuals a day and will operate with extended hours to better reach local residents.",1000
Pennsylvania Convention Center,-75.158101,39.953817,3,"1101 Arch St, Philadelphia, PA, 19107",,"With state partners, FEMA will open this site as early as March 3. The site is expected to vaccinate 6,000 individuals a day.",6000
United Center,-87.674184,41.8813085,3,"1901 W Madison St, Chicago, IL, 60612",,"With state partners, FEMA will open this site on March 10. The site is expected to vaccinated 6,000 individuals a day.",6000
Four Seasons Center,-79.837389,36.0386676,3,"410 Four Seasons Town Centre, Greensboro, NC, 27407",,"With state partners, FEMA will open this site on March 10. The site is expected to vaccinated 3,000 individuals a day.",3000
