name,st_abbr,city,address,phone,testing_status,lon,lat
Robert Marshall Building,AK,Copper Center,5 Richardson Hwy,907-822-5241,No,-145.1697877,61.68727401
Glennallen School,AK,Glennallen,Aurora Dr,907-822-5268,No,-145.5303051,62.10887478
Altona Brown Health Clinic,AK,Ruby,Good Time Rd,907-452-8251 x3528,Yes,-155.4902364,64.73864166
Rose Ambrose Health Clinic,AK,Huslia,166 Spring Camp Rd,907-452-8251 x3520,Yes,-156.3871707,65.7016291
Marilyn E. Koyukuk Evans Health Center,AK,Hughes,204 Blues Avenue,907-452-8251 x3544,Yes,-154.25979,66.046955
INTERIOR COMMUNITY HEALTH CENTER,AK,Healy,USIBELLI SPUR ROAD,907-683-2211,Yes,-148.9995896,63.87340739
Manley Hot Springs Health Clinic,AK,Manley Hot Springs,Elliott Hwy,907-452-8251 x3402,Yes,-150.1746711,65.15783028
Mary C. Demientieff Health Clinic (Nenana),AK,Nenana,G St,907-452-8251 x3560,Yes,-149.0766997,64.5627133
Rampart Health Clinic,AK,Rampart,10 Wiehl Way,907-452-8251 x3402,Yes,-150.15233,65.51232
"Evelyn Alexander ""To Draak"" Health Clinic",AK,Minto,Lake View Rd,907-452-8251 x3402,Yes,-149.3458972,65.14986531
ALATNA HEALTH CLINIC,AK,Allakaket,Oscar's Way,907-452-8251 x3525,Yes,-152.7038615,66.55984092
ALLAKAKET HEALTH CLINIC,AK,Allakaket,Main Rd,907-452-8251,Yes,-152.6441039,66.5528717
Ambler Clinic,AK,Ambler,110 Main Street,907-445-2129,No,-157.86416,67.08379998
KIANA CLINIC,AK,Kiana,105 KASSONOF RD,907-475-2199,No,-160.2624176,67.560805
SHUNGNAK CLINIC,AK,Shungnak,Back St,907-437-2138,No,-157.1403397,66.88705001
KOBUK CLINIC,AK,Kobuk,101 Main Street,907-948-2218,No,-155.8191584,67.167715
FRANK TOBUK SR. HEALTH CENTER,AK,Bettles Field,1 Bettles Road,907-452-8251 x3541,Yes,-151.5262339,66.91160622
YAKUTAT COMMUNITY HEALTH CENTER,AK,Yakutat,712 W Ocean Cape Rd,907-784-3275 x23,Yes,-139.7851564,59.53522658
Upper Tanana Health Center South,AK,Tok,5 Tok Cutoff Hwy,907-452-8251 x3402,Yes,-143.3008094,63.11529249
Northway Health Clinic,AK,Northway,Northway Rd,907-452-8251,Yes,-141.8797206,62.96400309
Tetlin Health Clinic,AK,Tetlin,303 Easton Road,907-452-8251,Yes,-142.52388,63.13505
Upper Tanana Health Center North,AK,Tok,123 Tok Cutoff Hwy,907-452-8251,Yes,-143.0010546,63.31505067
Tanacross Health Clinic,AK,Tanacross,1000 Tanacross Blvd.,907-452-8251,Yes,-143.3592838,63.3786343
Dot Lake Clinic,AK,Delta Junction,Charles St,907-452-8251,Yes,-144.0527091,63.66031706
Interior Alaska Medical Clinic,AK,Delta Junction,Alaska Hwy,907-895-6233,Yes,-144.5648841,63.69065594
INTERIOR COMMUNITY HEALTH CENTER,AK,Fairbanks,1606 23rd Ave,907-455-4567,Yes,-147.7425888,64.82623302
Stevens Village Health Clinic,AK,Stevens Village,2 Riverway St.,907-452-8251 x3401,Yes,-149.0916708,66.0057239
Circle Health Clinic,AK,Circle,161 Steese Hwy,907-452-8251 x3402,Yes,-144.0711072,65.82184768
BEAVER HEALTH CLINIC,AK,Beaver,General Delivery,907-628-6228,Yes,-147.39998,66.36166001
BO ZT OW ZHO Eagle Health Clinic,AK,Eagle,134 Long Lake Road,907-452-8251,Yes,-141.20216,64.7872
BIRCH CREEK VILLAGE CLINIC,AK,Fort Yukon,101 MAIN STREET,907-221-2537,Yes,-145.255305,66.56556
YUKON FLATS HEALTH CENTER,AK,Fort Yukon,Spruce St,907-662-2460,Yes,-145.2376842,66.57151628
MYRA ROBERTS CLINIC,AK,Venetie,101 Main St,907-849-8712,Yes,-146.4169866,67.01543661
ARCTIC VILLAGE HEALTH CLINIC,AK,Arctic Village,Main St,907-587-5229,Yes,-145.5378865,68.12574772
Chalkyitsik Health Clinic,AK,Chalkyitsik,Kutchin St,907-452-8251 x3402,Yes,-143.7235209,66.65436116
Fortuna Community Health and Wellness Center,CA,Fortuna,3750 Rohnerville Rd,707-725-6101,Yes,-124.1309087,40.58230426
Ferndale Community Health Center,CA,Ferndale,638 Main St,707-786-4028,Yes,-124.2616841,40.57854082
Rio Dell School,CA,Rio Dell,95 Center St,707-923-2783,Yes,-124.1047274,40.50197469
Scotia Primary Care Health Center,CA,Scotia,B St,707-764-5617,Yes,-124.1014598,40.47910267
Scotia Bluffs Community Health Center,CA,Scotia,B St,707-764-5617,Yes,-124.1014598,40.47910267
Telehealth &amp; Visiting Specialist Center,CA,Eureka,2426 Buhne St,707-442-4038,Yes,-124.1406605,40.78592251
Redwood Community Health Center,CA,Eureka,2350 Buhne St Ste A,707-443-4593,Yes,-124.1422298,40.78592251
TVSC - Annex / Mobile Health Services,CA,Eureka,2412 Buhne St,707-441-1624 x121,Yes,-124.1410904,40.78592251
Mobile Health Services Van #1,CA,Eureka,2412 Buhne St,707-443-4666,Yes,-124.1410904,40.78592251
Burre Dental Center,CA,Eureka,959 Myrtle Ave,707-442-7078 x205,Yes,-124.1497598,40.8006434
Burre Mobile Dental,CA,Eureka,959 Myrtle Ave,707-442-7078 x205,Yes,-124.1497598,40.8006434
Open Door Downtown,CA,Eureka,622 H St,707-443-4666,Yes,-124.1634947,40.8008019
Eureka Community Health and Wellness Center,CA,Eureka,2200 Tydd St,707-441-1642,Yes,-124.146182,40.80244609
Humboldt Open Door Clinic,CA,Arcata,770 10th St,707-826-8610 x1175,Yes,-124.0861242,40.86979716
NorthCountry Clinic,CA,Arcata,785 18th St,707-822-2481 x132,Yes,-124.0837156,40.87604281
Open Door Women's Health,CA,Arcata,3798 Janes Rd Ste 5,707-826-8633,Yes,-124.0931574,40.89629772
Perinatal Services of NorthCountry Clinic,CA,Arcata,3800 Janes Rd,707-822-1385,Yes,-124.0930176,40.89664733
McKinleyville Community Health Center,CA,Mckinleyville,1644 Central Ave Ste F,707-839-3068 x204,Yes,-124.1009564,40.93510999
RRHC Acupuncture - McKinleyville,CA,Mckinleyville,2620 Central Ave,707-601-7595,Yes,-124.1008964,40.95349092
SOUTH FORK HIGH SCHOOL/MIRANDA JUNIOR HIGH SCHOOL,CA,Miranda,6831 Avenue of the Giants,707-943-3144,Yes,-123.8242899,40.23688994
SOUTHERN TRINITY HEALTH SERVICES,CA,Mad River,321 Van Duzen Rd,707-574-6616,Yes,-123.5303794,40.46058472
Willow Creek Community Health Center,CA,Willow Creek,38883 CA-299,530-629-3111,Yes,-123.6336134,40.93992703
RRHC Satellite Dental,CA,Redway,217 Briceland Thorne Rd,707-923-2783 x336,Yes,-123.8263928,40.12093064
REDWAY FAMILY RESOURCE CENTER/REDWAY ELEMENTARY,CA,Redway,344 Humboldt Ave,707-923-2783,Yes,-123.8245531,40.11939298
RRHC Mobile Medical Office,CA,Redway,101 W Coast Rd,707-923-2783,Yes,-123.8134196,40.11686534
REDWOODS RURAL HEALTH CENTER,CA,Redway,101 W Coast Rd,707-923-2783,Yes,-123.8134196,40.11686534
RRHC Mobile Healthcare Services,CA,Redway,101 W Coast Rd,707-923-2783,Yes,-123.8134196,40.11686534
Orleans Karuk Medical Clinic,CA,Orleans,Asip Rd,530-627-3452 x3200,Yes,-123.5477444,41.30078444
LONG VALLEY HEALTH CENTER,CA,Laytonville,50 Branscomb Rd,707-984-6131,Yes,-123.4843596,39.68781746
LONG VALLEY HEALTH CENTER - DENTAL,CA,Laytonville,51 Branscomb Rd,707-984-8222,Yes,-123.48399,39.68776256
Del Norte Mobile Dental,CA,Crescent City,550 E Washington Blvd,707-465-6925,Yes,-124.19871,41.77274748
Del Norte Community Health Center,CA,Crescent City,550 E Washington Blvd,707-465-6925 x6229,Yes,-124.19871,41.77274748
Harding Street Clinic,CA,Crescent City,833 W Washington Blvd,707-495-6925,Yes,-124.2117684,41.77266358
"Mendocino Coast Clinics, Inc.",CA,Fort Bragg,510 Cypress St Ste D,707-964-1251,Yes,-123.79873,39.43260251
Mendocino Coast Clinics Family Wellness Center,CA,Fort Bragg,"510 Cypress St, Ste C",707-964-1251,Yes,-123.79873,39.43260251
"MENDOCINO COAST CLINICS, INC.",CA,Fort Bragg,205 South St,707-964-1251,Yes,-123.8038436,39.430257
Mendocino Coast Clinics,CA,Fort Bragg,855 Sequoia Cir,707-964-1251,Yes,-123.802381,39.43009347
Redding Dental,CA,Redding,2710 Eureka Way Ste 1,530-337-6244,Yes,-122.411025,40.586655
KARUK TRIBE OF CALIFORNIA,CA,Happy Camp,64236 2nd Ave,530-493-5257,Yes,-123.3800175,41.79245258
Happy Camp Behavioral Health,CA,Happy Camp,533 Jacobs Way,530-493-1450 x5001,Yes,-123.3785227,41.80246474
SHASTA COMMUNITY MATERNITY CENTER,CA,Redding,1900 Railroad Ave,530-246-5710,Yes,-122.392761,40.57969702
SHASTA COMMUNITY DENTAL CLINIC,CA,Redding,1400 Market St Ste 8103,530-246-5894,Yes,-122.3911921,40.58504555
Mobile Crisis Outreach Team,CA,Redding,1401 Gold St Ste A,530-691-4446,Yes,-122.3892803,40.57969442
Gold Street Medical,CA,Redding,1401 Gold St Ste A,530-337-5750,Yes,-122.3892803,40.57969442
Hill Country Counseling Center,CA,Redding,2042 Market St,530-337-5758,Yes,-122.3886901,40.57917755
SHASTA COMMUNITY HEALTH CENTER,CA,Redding,1035 Placer St,530-246-5710,Yes,-122.385355,40.58349934
SCHC PROJ HOPE MED/DENT MOBILE,CA,Redding,1035 Placer St,530-246-5947,Yes,-122.385355,40.58349934
SCHC Project HOPE Med/dent mobile II,CA,Redding,1035 Placer St,530-636-6157,Yes,-122.385355,40.58349934
COVID-19 Respiratory Assessment Center,CA,Redding,1002 Placer St,530-246-5710,Yes,-122.3849034,40.58371761
PCN Clinic (Primary Care Neuro-psychiatry and Specialty Care Clinic),CA,Redding,980 Placer St,530-246-5710,Yes,-122.384718,40.583965
Redding Hill Country,CA,Redding,317 Lake Blvd,530-337-5755,Yes,-122.3817444,40.61143484
North Point Center,CA,Redding,351 Northpoint Dr,530-337-5750,Yes,-122.3807024,40.61182162
SHASTA LAKE CITY FAMILY HLTH CTR,CA,Shasta Lake,4215 Front St,530-246-9168,Yes,-122.3705082,40.68114842
LITTLE LAKE HEALTH CENTER,CA,Willits,45 Hazel St,707-468-1010,Yes,-123.35229,39.39981749
CHYBA School,CA,Redding,8544 Airport Rd,530-378-5254,Yes,-122.3028622,40.53616183
ANDERSON FAMILY HEALTH CENTER,CA,Anderson,2801 Silver St,530-378-0486,Yes,-122.299474,40.44729999
Anderson Family Health Center,CA,Anderson,2965 East St,530-378-0486,Yes,-122.298306,40.451961
Greenville Rancheria Dental Clinic,CA,Red Bluff,343 Oak St,530-528-3488,Yes,-122.2349574,40.1761642
Greenville Rancheria Tribal Health Program – Red Bluff,CA,Red Bluff,1425 Montgomery Rd,530-528-8600,Yes,-122.225076,40.15781001
Dunsmuir Community Health Center,CA,Dunsmuir,4309 Stagecoach Rd,530-235-4138,Yes,-122.2768394,41.2224975
Shasta Valley Community Health Center-Admin,CA,Mount Shasta,828 Pine St,530-964-2389,Yes,-122.3208319,41.31728432
Shasta Valley Community Health Center,CA,Mount Shasta,824 Pine St,530-926-4528,Yes,-122.3207333,41.31720716
Mt. Shasta Health Center,CA,Mount Shasta,101 Old Mccloud Rd,530-926-5100,Yes,-122.3104603,41.30516251
Weed Health Center,CA,Weed,50 Alamo Ave,530-938-3491,Yes,-122.3849115,41.42695391
KARUK TRIBAL HEALTH YREKA CLINIC,CA,Yreka,1519 S Oregon St,530-842-9200,Yes,-122.6423937,41.71688109
LORNA BYRNE SCHOOL BASED HEALTH CENTER,OR,Cave Junction,101 S Junction Ave,541-592-6978,Yes,-123.642419,42.16722298
EVERGREEN ELEMENTARY,OR,Cave Junction,520 W River St,541-592-4111,Yes,-123.652962,42.16942755
OAK RUN SBHC,CA,Oak Run,27635 Oak Run To Fern Rd,530-337-6243,Yes,-122.0260108,40.6846037
ILLINOIS VALLEY HIGH SCHOOL BASED HEALTH CENTER,OR,Cave Junction,625 E River St,541-592-3749,Yes,-123.6347561,42.16878185
SISKIYOU COMMUNITY HEALTH CENTER - CAVE JUNCTION,OR,Cave Junction,25647 Redwood Hwy,541-592-4111,Yes,-123.6453095,42.17496409
"McCloud Healthcare Clinic, Inc.",CA,Mccloud,116 W Minnesota Ave,530-964-2389,Yes,-122.1366457,41.25216265
Dora Street Health Center,CA,Ukiah,1165 S Dora St Ste A1,707-468-1010,Yes,-123.2094452,39.13538496
"Dora Street Health Center, Suite B1",CA,Ukiah,1165 S Dora St Ste B1,707-468-1010,Yes,-123.2094452,39.13538496
Hillside Health Center,CA,Ukiah,333 Laws Ave,707-468-1010,Yes,-123.2111253,39.12780789
Ampla Health Los Molinos Medical,CA,Los Molinos,7981 State Highway 99E,530-332-7540,Yes,-122.0999259,40.02767912
CEDAR CREEK SBHC,CA,Round Mountain,29771 Terry Mill Rd,530-337-6243,Yes,-121.9405109,40.79418902
HILL COUNTRY COMMUNITY CLINIC,CA,Bella Vista,29632 CA-299 E,530-337-6243,Yes,-121.9398877,40.80411808
MONTGOMERY CREEK SBHC,CA,Montgomery Creek,30365 State Highway 299 E,530-337-6243,Yes,-121.9226536,40.84289058
Anderson Valley Health Center,CA,Boonville,13500 Airport Rd,707-895-3477,Yes,-123.379423,39.01235572
SHINGLETOWN MEDICAL CENTER,CA,Shingletown,31292 Alpine Meadows Rd,530-474-3390,Yes,-121.8856306,40.49126953
Ampla Health Orland Medical & Dental,CA,Orland,1211 Cortina Dr,530-865-5544,Yes,-122.2016809,39.74167329
INDIAN SPRINGS SBHC,CA,Montgomery Creek,25229 Big Bend Rd,530-337-6243,Yes,-121.9099132,41.01901378
REDWOOD COAST MEDICAL SERVICES - DENTAL CLINIC,CA,Point Arena,175 Main St,707-882-2189,No,-123.6923948,38.90864815
REDWOOD COAST MEDICAL SERVICES - POINT ARENA,CA,Point Arena,30 Mill St,707-882-1704,No,-123.6915996,38.90846752
LAKEVIEW HEALTH CENTER,CA,Lakeport,5335 Lakeshore Blvd,707-468-1010,Yes,-122.903411,39.10602998
Ampla Health Hamilton City Medical,CA,Hamilton City,278 Main St,530-826-3694,Yes,-122.0117405,39.74131691
MOUNTAIN VIEW SBHC,CA,Burney,20375 Tamarack Ave,530-337-6243,Yes,-121.6720279,40.88005698
EAST BURNEY ELEMENTARY SBHC,CA,Burney,37403 Toronto Ave,530-337-6243,Yes,-121.656505,40.88319412
REDWOOD COAST MED SVC RESRC CTR,CA,Gualala,38550 S Highway 1,707-884-4005,No,-123.537451,38.77418784
Burney Health Center,CA,Burney,37491 Enterprise Dr,530-335-5457,Yes,-121.652708,40.88784247
Burney Dental Center,CA,Burney,20615 Commerce Way,530-335-3060,Yes,-121.6525397,40.88832368
BURNEY JUNIOR/SENIOR SBHC,CA,Burney,37571 Mountain View Rd,530-337-6243,Yes,-121.649069,40.88494715
REDWOOD COAST MEDICAL SERVICES,CA,Gualala,Ocean Dr,707-884-4005,No,-123.5311976,38.76930402
Ashland School Health Center,OR,Ashland,201 S Mountain Ave,541-842-7677,No,-122.6992775,42.19077801
Ashland Health Center,OR,Ashland,99 Central Ave,541-482-9741,No,-122.7150108,42.20010959
Peach Tree Chico Eye Center,CA,Chico,120 Independence Cir Ste A,530-749-3242,Yes,-121.874165,39.77245
BURNEY HEAD START SBHC,CA,Burney,38234 State Highway 299 E,530-337-6243,Yes,-121.624874,40.92084999
La Clinica School-Based Health Center at Phoenix Elementary School,OR,Phoenix,215 N Rose St,541-535-6239,Yes,-122.820058,42.27283098
GRANTS PASS HIGH SCHOOL - SCHOOL BASED HEALTH CENTER,OR,Grants Pass,830 NE 9th St,541-474-5710,Yes,-123.319083,42.445236
Ampla Health Chico Dental,CA,Chico,236 W East Ave,530-342-6065,Yes,-121.8648048,39.75471524
Phoenix Health Center--La Clinica,OR,Medford,3617 S Pacific Hwy,541-535-6239,Yes,-122.831922,42.287395
Mobile Health Center--La Clinica,OR,Medford,3617 S Pacific Hwy,541-535-6239,Yes,-122.831922,42.287395
La Clinica School-Based Health Center at Oak Grove Elementary School,OR,Medford,2838 W Main St,541-535-6239,Yes,-122.909495,42.3237875
SISKIYOU COMMUNITY HEALTH CENTER,OR,Grants Pass,1701 NW Hawthorne Ave,541-955-6063,Yes,-123.3274943,42.45904761
CAREVAN,OR,Grants Pass,1701 NW Hawthorne Ave,541-479-6393,Yes,-123.3274943,42.45904761
La Clinica School-Based Health Center at Washington Elementary School,OR,Medford,610 S Peach St,541-535-6239,Yes,-122.8826595,42.31700457
Ampla Health Chico Medical & Pediatrics,CA,Chico,680 Cohasset Rd,530-342-4395,Yes,-121.8454475,39.75282
Women's Health Center--La Clinica,OR,Medford,221 W Stewart Ave,541-535-6239,Yes,-122.865169,42.31284254
West Medford Health Center--La Clinica,OR,Medford,1307 W Main St,541-535-6239,Yes,-122.8868819,42.32366701
Birch Grove Health Center--La Clinica,OR,Medford,910 S Central Ave,541-535-6239,Yes,-122.8654786,42.31869327
La Clinica School-Based Health Center at Jackson Elementary School,OR,Medford,320 W 2nd St,541-535-6239,Yes,-122.880694,42.32908202
Medford Health Center,OR,Medford,19 Myrtle St,541-773-3863,No,-122.8629676,42.32716294
Behavioral/Integrative Health Services,OR,Medford,900 E Main St,541-842-7706 x0206,No,-122.86274,42.32770998
La Clinica School-Based Health Center at Kids Unlimited,OR,Medford,821 N Riverside Ave,541-535-6239,Yes,-122.874907,42.33513702
La Clinica Wellness Center,OR,Medford,730 Biddle Rd,541-535-6239,Yes,-122.8711377,42.33652841
Rogue Dental Clinic,OR,Medford,906 Royal Ct,541-842-7706,No,-122.8674502,42.33881944
East McAndrews,OR,Medford,1322 E Mcandrews Rd,541-777-3688,No,-122.8682152,42.3410611
East Medford Dental Clinic--La Clinica,OR,Medford,1113 Progress Dr,541-535-6239,Yes,-122.8726864,42.34508018
La Clinica School Based Health Center at Mae Richardson Elementary School,OR,Central Point,200 W Pine St,541-535-6239,Yes,-122.921227,42.37304099
La Clinica School Based Health Center at Central Point Elementary School,OR,Central Point,450 S 4th St,541-535-6239,Yes,-122.912442,42.37175399
La Clinica School-Based Health Center at Crater High School,OR,Central Point,655 N 3rd St,541-535-6239,Yes,-122.921112,42.37978
La Clinica School-Based Health Center at Patrick Elementary School,OR,Gold Hill,1500 2nd Ave,541-535-6239,Yes,-123.0628636,42.43348335
La Clinica School-Based Health Center at Jewett Elementary School,OR,Central Point,1001 Manzanita St,541-535-6239,Yes,-122.909179,42.37975401
La Clinica School-Based Health Center at Scenic Middle School,OR,Central Point,1955 Scenic Ave,541-535-6239,Yes,-122.922723,42.38637899
Temporary Site - Jackson County Expo Center (Exhibition Center/Building Q - Connection tent),OR,Central Point,1 Peninger St Lot Parking,541-842-7747,No,-122.9052772,42.38021812
La Clinica School-Based Health Center at Hanby Middle School,OR,Gold Hill,806 6th Ave N,541-535-6239,Yes,-123.0550766,42.4348377
Alexander Valley Dental Clinic,CA,Cloverdale,100 W 3rd St,707-894-2094,Yes,-123.0192901,38.80760033
Temporary Site - Same Day Access site,CA,Cloverdale,106 E 1st St,707-668-1777,Yes,-123.016989,38.80530292
Central Point Health Center--La Clinica,OR,Central Point,4940 Hamrick Rd,541-535-6239,Yes,-122.8916862,42.38785198
Alexander Valley Regional Medical Center (Medical/Behavioral Health),CA,Cloverdale,6 Tarman Dr,707-894-4229,Yes,-123.0177029,38.79824717
Table Rock Health Center,OR,White City,2830 Maple Ct,541-227-2383,No,-122.8412084,42.43118294
White City Health Center,OR,White City,8385 Division Rd,541-826-5853,No,-122.8352201,42.4379665
White Mountain Health Center,OR,White City,550 Wilson Way,541-500-0954,No,-122.828082,42.437887
FALL RIVER ELEMENTARY SBHC,CA,Fall River Mills,24977 Curve St,530-337-6243,Yes,-121.4411485,41.00675004
La Clinica School-Based Health Center at Sams Valley Elementary School,OR,Central Point,14235 Table Rock Rd,541-535-6239,Yes,-122.9350255,42.49342566
FALL RIVER VALLEY HEALTH CENTER,CA,Fall River Mills,43563 State Highway 299 E,530-336-6535,Yes,-121.424555,41.02334901
Fall River Valley Health Center,CA,Fall River Mills,43658 State Highway 299 E,530-336-6535,Yes,-121.419922,41.02951234
Ampla Health Magalia Medical Clinic,CA,Magalia,14137 Lakeridge Cir Ste C,530-873-5030,Yes,-121.5919803,39.81830742
FALL RIVER HIGH SCHOOL SBHC,CA,Mcarthur,44215 Walnut St,530-337-6243,Yes,-121.4027122,41.04620622
Eagle Point School Health Center,OR,Eagle Point,203 N Platt Ave,541-830-6617,No,-122.801767,42.47525599
Butte Valley High School,CA,Dorris,615 W 3rd St,530-397-3990,Yes,-121.924225,41.964133
BUTTE VALLEY HEALTH CENTER,CA,Dorris,610 W 3rd St,530-397-8411,Yes,-121.924177,41.96428711
Ampla Health Colusa Medical & Dental,CA,Colusa,555 Fremont St,530-458-8635,Yes,-122.0111962,39.20789295
Coast Community Health - Wellness Center,OR,Port Orford,716 Highway 101,541-332-1114,Yes,-124.4963628,42.74432443
Alliance Teen Health Center,CA,Healdsburg,1557 Healdsburg Ave,707-431-1170,Yes,-122.8734216,38.63310704
ALLIANCE MEDICAL CENTER,CA,Healdsburg,1381 University St,707-431-8234,Yes,-122.8637972,38.62774121
Ampla Health Gridley Medical,CA,Gridley,520 Kentucky St,530-846-6231,Yes,-121.6965921,39.36382665
Ampla Health Arbuckle Medical & Dental,CA,Arbuckle,89 Putnam Way,530-476-2225,Yes,-122.0619365,39.02119175
Pacific High School,OR,Sixes,45525 Highway 101,541-348-2293,Yes,-124.4739642,42.84764195
Butte Falls Health Center,OR,Butte Falls,722 Laurel Ave,541-865-3563,No,-122.5645831,42.54112837
Ampla Health,CA,Oroville,2800 Lincoln St,530-891-9048,Yes,-121.5514003,39.50160414
Ampla Health Oroville Medical & Dental,CA,Oroville,2800 Lincoln St,530-533-6484,Yes,-121.5514003,39.50160414
Russian River Health Center #1,CA,Guerneville,16319 3rd St,707-869-2849,Yes,-122.9991881,38.50256925
Healthcare for Homeless Center,CA,Guerneville,16312B 3rd St,707-869-5977,Yes,-122.9987395,38.50262584
RUSSIAN RIVER HLTH CENTER #2,CA,Guerneville,16312 3rd St,707-869-2933,Yes,-122.998581,38.50258585
Alliance Medical Center - Windsor,CA,Windsor,8465 Old Redwood Hwy Ste 320,707-433-5494,Yes,-122.8012257,38.54375742
Windsor Dental Clinic,CA,Windsor,"8499 Old Redwood Hwy, Ste 111",707-433-5494,Yes,-122.801822,38.54340999
Windsor Wellness Clinic,CA,Windsor,"8499 Old Redwood Hwy, Ste 203",707-433-5494,Yes,-122.801822,38.54340999
Big Valley Elementary School,CA,Mcarthur,1st St,530-294-5214 x6201,Yes,-121.1412954,41.12083488
BIG VALLEY MEDICAL CENTER,CA,Bieber,554-850 Medical Center Dr,530-294-5241,Yes,-121.13969,41.12034
Live Oak Clinic,CA,Live Oak,9980 Live Oak Blvd,530-741-6245 x120,Yes,-121.6612113,39.2757987
Big Valley High School,CA,Mcarthur,400 Bridge St,530-294-5231,Yes,-121.1383932,41.12145534
Forestville Wellness Center,CA,Forestville,6550 Front St,707-887-0290,Yes,-122.891348,38.47360252
OLE Health - Calistoga,CA,Calistoga,911 Washington St,707-709-2308,Yes,-122.577234,38.57813165
OCCIDENTAL AREA HEALTH CENTER,CA,Occidental,3802 Main St,707-874-2444,Yes,-122.947539,38.40875477
Klamath Open Door Family Practice,OR,Klamath Falls,2074 S 6th St,541-851-8110,Yes,-121.7658628,42.21569419
Vista Campus,CA,Santa Rosa,3569 Round Barn Cir,707-303-3600,Yes,-122.7300178,38.48006174
SBHC-Mazama High,OR,Klamath Falls,3009 Summers Ln,541-851-8110,Yes,-121.7376929,42.19836908
WESTWOOD FAMILY PRACTICE,CA,Westwood,209 Birch St,530-256-3152,Yes,-121.0018861,40.30158111
KOD @ KBBH,OR,Klamath Falls,2210 N Eldorado Ave Ste 1,541-851-8110,Yes,-121.7787507,42.24259825
Tulelake High School,CA,Tulelake,850 Main St,530-667-2292,Yes,-121.4766289,41.95024651
Klamath Open Door - Campus Clinic,OR,Klamath Falls,2684 Campus Dr,541-887-8387,Yes,-121.7875529,42.25231925
Tulelake Basin Elementary School,CA,Tulelake,461 2nd St,530-667-2294,Yes,-121.4780312,41.95528265
TULELAKE HEALTH CENTER,CA,Tulelake,498 Main St,530-999-9060,Yes,-121.476703,41.95506025
Peach Tree-Yuba City/Colusa,CA,Yuba City,1275 Tharp Rd,530-749-3242,Yes,-121.6484145,39.14583946
Dutton Campus,CA,Santa Rosa,1300 N Dutton Ave,707-303-3600,Yes,-122.7333333,38.44955836
Van #2 (ProMaster),CA,Santa Rosa,1300 N Dutton Ave,707-303-3600,Yes,-122.7333333,38.44955836
Van #1 (Tiburcio),CA,Santa Rosa,1110 N Dutton Ave,707-547-2222,Yes,-122.7304543,38.44650961
Dental Campus,CA,Santa Rosa,1110 N Dutton Ave,707-303-3600,Yes,-122.7304543,38.44650961
