"id","GEOID","NAME","total_population","male","female","male_50above","female_50above"
"437","13101","Echols County, Georgia",3994,1973,2021,766,707
"438","13103","Effingham County, Georgia",58689,29215,29474,8405,9305
"439","13105","Elbert County, Georgia",19212,9188,10024,3607,4286
"440","13107","Emanuel County, Georgia",22499,11105,11394,3576,4247
"441","13109","Evans County, Georgia",10727,5303,5424,1719,2021
"442","13111","Fannin County, Georgia",24925,12086,12839,6118,6931
"443","13113","Fayette County, Georgia",111369,54055,57314,21169,23910
"444","13115","Floyd County, Georgia",96824,46810,50014,15562,18624
"445","13117","Forsyth County, Georgia",219880,109258,110622,31346,33690
"446","13119","Franklin County, Georgia",22514,10853,11661,4040,4728
"447","13121","Fulton County, Georgia",1021902,495087,526815,134467,160782
"448","13123","Gilmer County, Georgia",29922,15079,14843,6784,6991
"449","13125","Glascock County, Georgia",3009,1438,1571,547,613
"450","13127","Glynn County, Georgia",83974,39419,44555,14617,18494
"451","13129","Gordon County, Georgia",56790,28001,28789,8837,10244
"452","13131","Grady County, Georgia",24926,12176,12750,4295,5000
"453","13133","Greene County, Georgia",16976,8299,8677,3958,4442
"454","13135","Gwinnett County, Georgia",902298,441051,461247,116794,132889
"455","13137","Habersham County, Georgia",44289,20962,23327,7476,8795
"456","13139","Hall County, Georgia",195961,97518,98443,29765,33150
"457","13141","Hancock County, Georgia",8535,5193,3342,1847,1986
"458","13143","Haralson County, Georgia",28956,14041,14915,4831,5472
"459","13145","Harris County, Georgia",33590,16832,16758,6545,6979
"460","13147","Hart County, Georgia",25631,12558,13073,5078,5806
"461","13149","Heard County, Georgia",11677,5747,5930,2103,2297
"462","13151","Henry County, Georgia",221307,105759,115548,30987,35891
"463","13153","Houston County, Georgia",151682,73756,77926,21734,25308
"464","13155","Irwin County, Georgia",9268,4758,4510,1547,1831
"465","13157","Jackson County, Georgia",65755,32445,33310,10274,11541
"466","13159","Jasper County, Georgia",13784,6682,7102,2500,2800
"467","13161","Jeff Davis County, Georgia",14991,7408,7583,2441,2597
"468","13163","Jefferson County, Georgia",15772,7605,8167,2618,3340
"469","13165","Jenkins County, Georgia",8827,4055,4772,1484,2036
"470","13167","Johnson County, Georgia",9730,5318,4412,1869,1806
"471","13169","Jones County, Georgia",28548,13874,14674,4998,5735
"472","13171","Lamar County, Georgia",18513,8959,9554,3101,3554
"473","13173","Lanier County, Georgia",10366,5183,5183,1540,1706
"474","13175","Laurens County, Georgia",47418,22497,24921,7717,9561
"475","13177","Lee County, Georgia",29348,14674,14674,4330,4642
"476","13179","Liberty County, Georgia",62108,31550,30558,6211,7698
"477","13181","Lincoln County, Georgia",7799,3683,4116,1707,1929
"478","13183","Long County, Georgia",18156,8872,9284,2205,2553
"479","13185","Lowndes County, Georgia",114582,55959,58623,13989,17105
"480","13187","Lumpkin County, Georgia",31951,15551,16400,5488,6156
"481","13189","McDuffie County, Georgia",21498,9999,11499,3467,4430
"482","13191","McIntosh County, Georgia",14120,7036,7084,3375,3620
"483","13193","Macon County, Georgia",13480,7342,6138,2424,2651
"484","13195","Madison County, Georgia",28900,14508,14392,5248,5568
"485","13197","Marion County, Georgia",8484,4203,4281,1791,1890
"486","13199","Meriwether County, Georgia",21113,10221,10892,3996,4768
"487","13201","Miller County, Georgia",5836,2832,3004,1103,1329
"488","13205","Mitchell County, Georgia",22432,11683,10749,3682,4232
"489","13207","Monroe County, Georgia",27010,13600,13410,5191,5698
"490","13209","Montgomery County, Georgia",9036,4633,4403,1553,1656
"491","13211","Morgan County, Georgia",18235,8783,9452,3487,3917
"492","13213","Murray County, Georgia",39557,19522,20035,6367,6942
"493","13215","Muscogee County, Georgia",196670,96279,100391,26272,33185
"494","13217","Newton County, Georgia",106497,50598,55899,14675,18047
"495","13219","Oconee County, Georgia",37017,18164,18853,6125,6722
"496","13221","Oglethorpe County, Georgia",14784,7396,7388,2698,3044
"497","13223","Paulding County, Georgia",155840,76195,79645,20607,23448
"498","13225","Peach County, Georgia",26966,12952,14014,4426,5081
"499","13227","Pickens County, Georgia",30832,15233,15599,6376,7029
"500","13229","Pierce County, Georgia",19164,9639,9525,3387,3594
"501","13231","Pike County, Georgia",18082,8876,9206,3100,3307
"502","13233","Polk County, Georgia",41621,20415,21206,6641,7533
"503","13235","Pulaski County, Georgia",11295,5075,6220,1993,2393
"504","13237","Putnam County, Georgia",21503,10402,11101,4672,5083
"505","13239","Quitman County, Georgia",2276,1081,1195,442,657
"506","13241","Rabun County, Georgia",16457,8107,8350,3854,4192
"507","13243","Randolph County, Georgia",7087,3493,3594,1368,1524
"508","13245","Richmond County, Georgia",201463,97272,104191,28313,35772
"509","13247","Rockdale County, Georgia",89011,41944,47067,13739,16667
"510","13249","Schley County, Georgia",5211,2546,2665,785,879
"511","13251","Screven County, Georgia",13990,6804,7186,2586,3034
"512","13253","Seminole County, Georgia",8437,4027,4410,1703,1958
"513","13255","Spalding County, Georgia",64719,31395,33324,10807,12763
"514","13257","Stephens County, Georgia",25676,11765,13911,4579,5431
"515","13259","Stewart County, Georgia",6042,3894,2148,951,1023
"516","13261","Sumter County, Georgia",30352,14359,15993,4637,5814
"517","13263","Talbot County, Georgia",6378,3032,3346,1456,1704
"518","13265","Taliaferro County, Georgia",1665,847,818,345,413
"519","13267","Tattnall County, Georgia",25353,14888,10465,4075,4110
"520","13269","Taylor County, Georgia",8193,3946,4247,1499,1829
"521","13271","Telfair County, Georgia",16115,9346,6769,2996,2969
"522","13273","Terrell County, Georgia",8859,4228,4631,1543,1965
"523","13275","Thomas County, Georgia",44730,21219,23511,7521,9421
"524","13277","Tift County, Georgia",40510,19509,21001,5757,7245
"525","13279","Toombs County, Georgia",27048,12491,14557,4192,5108
"526","13281","Towns County, Georgia",11417,5334,6083,2796,3369
"527","13283","Treutlen County, Georgia",6777,3573,3204,1362,1396
"528","13285","Troup County, Georgia",69774,33387,36387,10471,12717
"529","13287","Turner County, Georgia",7962,3843,4119,1348,1661
"530","13289","Twiggs County, Georgia",8284,4068,4216,1807,2034
"531","13291","Union County, Georgia",22775,11048,11727,5828,6721
"532","13293","Upson County, Georgia",26216,12503,13713,4658,5619
"533","13295","Walker County, Georgia",68824,34082,34742,12432,14216
"534","13297","Walton County, Georgia",90132,43775,46357,14787,16364
"535","13299","Ware County, Georgia",35599,17753,17846,5752,6958
"536","13301","Warren County, Georgia",5346,2475,2871,1068,1297
"537","13303","Washington County, Georgia",20461,10361,10100,3553,4248
"538","13305","Wayne County, Georgia",29767,15051,14716,4795,5349
"539","13307","Webster County, Georgia",2613,1254,1359,542,600
"540","13309","Wheeler County, Georgia",7939,5007,2932,1311,1233
"541","13311","White County, Georgia",28928,14128,14800,5885,6697
"542","13313","Whitfield County, Georgia",103849,51525,52324,15186,17187
"543","13315","Wilcox County, Georgia",8846,5242,3604,1669,1537
"544","13317","Wilkes County, Georgia",9884,4770,5114,1988,2438
"545","13319","Wilkinson County, Georgia",9078,4349,4729,1721,2001
"546","13321","Worth County, Georgia",20656,10040,10616,3775,4373
"547","15001","Hawaii County, Hawaii",197658,98276,99382,39753,41816
"548","15003","Honolulu County, Hawaii",987638,497646,489992,161465,183392
"549","15005","Kalawao County, Hawaii",75,38,37,27,23
"550","15007","Kauai County, Hawaii",71377,35375,36002,13706,15026
"551","15009","Maui County, Hawaii",165281,82437,82844,30517,32591
"552","16001","Ada County, Idaho",446052,223367,222685,67634,74244
"553","16003","Adams County, Idaho",4019,2093,1926,1157,1061
"554","16005","Bannock County, Idaho",85065,42300,42765,12281,13440
"555","16007","Bear Lake County, Idaho",5962,2898,3064,1109,1217
"556","16009","Benewah County, Idaho",9086,4607,4479,2076,2058
"557","16011","Bingham County, Idaho",45551,22746,22805,6951,7123
"558","16013","Blaine County, Idaho",21994,11251,10743,4350,4605
"559","16015","Boise County, Idaho",7163,3780,3383,2128,1776
"560","16017","Bonner County, Idaho",42711,21366,21345,10147,10339
"561","16019","Bonneville County, Idaho",112397,56237,56160,15642,16863
"562","16021","Boundary County, Idaho",11549,5735,5814,2481,2520
"563","16023","Butte County, Idaho",2602,1342,1260,611,598
"564","16025","Camas County, Idaho",886,433,453,196,198
"565","16027","Canyon County, Idaho",212230,104902,107328,29517,32706
"566","16029","Caribou County, Idaho",6918,3543,3375,1202,1211
"567","16031","Cassia County, Idaho",23615,12039,11576,3452,3565
"568","16033","Clark County, Idaho",1077,570,507,131,125
"569","16035","Clearwater County, Idaho",8640,4790,3850,2247,2097
"570","16037","Custer County, Idaho",4141,2165,1976,1181,1123
"571","16039","Elmore County, Idaho",26433,13858,12575,3903,4049
"572","16041","Franklin County, Idaho",13279,6787,6492,1958,2023
"573","16043","Fremont County, Idaho",12965,6766,6199,2330,2196
"574","16045","Gem County, Idaho",17052,8354,8698,3569,3857
"575","16047","Gooding County, Idaho",15169,7911,7258,2764,2701
"576","16049","Idaho County, Idaho",16337,8537,7800,4180,3997
"577","16051","Jefferson County, Idaho",27969,14295,13674,3849,3756
"578","16053","Jerome County, Idaho",23431,11801,11630,3469,3424
"579","16055","Kootenai County, Idaho",153605,75890,77715,27855,30860
"580","16057","Latah County, Idaho",39239,19894,19345,5316,5741
"581","16059","Lemhi County, Idaho",7798,3948,3850,2058,2083
"582","16061","Lewis County, Idaho",3845,1911,1934,894,946
"583","16063","Lincoln County, Idaho",5321,2766,2555,860,769
"584","16065","Madison County, Idaho",38705,19529,19176,2849,3207
"585","16067","Minidoka County, Idaho",20615,10377,10238,3368,3479
"586","16069","Nez Perce County, Idaho",40155,19758,20397,7483,8339
"587","16071","Oneida County, Idaho",4326,2083,2243,819,860
"588","16073","Owyhee County, Idaho",11455,5874,5581,2129,2044
"589","16075","Payette County, Idaho",23041,11470,11571,4053,4281
"590","16077","Power County, Idaho",7713,3781,3932,1383,1263
"591","16079","Shoshone County, Idaho",12526,6267,6259,2795,3036
"592","16081","Teton County, Idaho",11080,5887,5193,1641,1542
"593","16083","Twin Falls County, Idaho",83666,41204,42462,12686,14091
"594","16085","Valley County, Idaho",10401,5486,4915,2625,2439
"595","16087","Washington County, Idaho",10025,4966,5059,2178,2361
"596","17001","Adams County, Illinois",66427,32481,33946,12430,14157
"597","17003","Alexander County, Illinois",6532,3104,3428,1329,1474
"598","17005","Bond County, Illinois",16712,8587,8125,3114,3497
"599","17007","Boone County, Illinois",53606,26830,26776,8954,9430
"600","17009","Brown County, Illinois",6675,4238,2437,1281,993
"601","17011","Bureau County, Illinois",33381,16437,16944,6723,7518
"602","17013","Calhoun County, Illinois",4858,2435,2423,1084,1130
"603","17015","Carroll County, Illinois",14562,7229,7333,3296,3587
"604","17017","Cass County, Illinois",12665,6353,6312,2224,2461
"605","17019","Champaign County, Illinois",209448,104513,104935,26609,31161
"606","17021","Christian County, Illinois",33231,16818,16413,6499,7140
"607","17023","Clark County, Illinois",15836,7824,8012,3056,3367
"608","17025","Clay County, Illinois",13338,6586,6752,2618,2997
"609","17027","Clinton County, Illinois",37628,19551,18077,6942,7355
"610","17029","Coles County, Illinois",51736,24999,26737,8271,9636
"611","17031","Cook County, Illinois",5223719,2534640,2689079,769476,926593
"612","17033","Crawford County, Illinois",19088,9910,9178,3608,4007
"613","17035","Cumberland County, Illinois",10865,5455,5410,2142,2276
"614","17037","DeKalb County, Illinois",104200,51580,52620,14013,15625
"615","17039","De Witt County, Illinois",16042,8015,8027,3126,3462
"616","17041","Douglas County, Illinois",19714,9748,9966,3454,3854
"617","17043","DuPage County, Illinois",931743,457178,474565,154640,177861
"618","17045","Edgar County, Illinois",17539,8617,8922,3521,4073
"619","17047","Edwards County, Illinois",6507,3231,3276,1277,1440
"620","17049","Effingham County, Illinois",34174,16971,17203,6044,6928
"621","17051","Fayette County, Illinois",21724,11580,10144,4268,4280
"622","17053","Ford County, Illinois",13398,6616,6782,2553,2950
"623","17055","Franklin County, Illinois",39127,19285,19842,7425,8490
"624","17057","Fulton County, Illinois",35418,18496,16922,6891,7580
"625","17059","Gallatin County, Illinois",5157,2472,2685,1060,1229
"626","17061","Greene County, Illinois",13218,6668,6550,2638,2818
"627","17063","Grundy County, Illinois",50509,25241,25268,7970,8549
"628","17065","Hamilton County, Illinois",8221,4018,4203,1663,1871
"629","17067","Hancock County, Illinois",18112,9008,9104,3838,4357
"630","17069","Hardin County, Illinois",4009,1976,2033,875,883
"631","17071","Henderson County, Illinois",6884,3369,3515,1653,1771
"632","17073","Henry County, Illinois",49464,24536,24928,9681,10722
"633","17075","Iroquois County, Illinois",28169,13751,14418,5718,6451
"634","17077","Jackson County, Illinois",58551,28989,29562,8392,9670
"635","17079","Jasper County, Illinois",9598,4809,4789,1977,2030
"636","17081","Jefferson County, Illinois",38169,19567,18602,7044,7653
"637","17083","Jersey County, Illinois",22069,10841,11228,4223,4764
"638","17085","Jo Daviess County, Illinois",21834,10956,10878,5244,5571
"639","17087","Johnson County, Illinois",12602,7015,5587,2601,2590
"640","17089","Kane County, Illinois",530839,264211,266628,80411,88569
"641","17091","Kankakee County, Illinois",111061,54615,56446,18661,20764
"642","17093","Kendall County, Illinois",124626,61761,62865,15302,16549
"643","17095","Knox County, Illinois",50999,25743,25256,9850,11165
"644","17097","Lake County, Illinois",703619,351343,352276,113898,125975
"645","17099","LaSalle County, Illinois",110401,55400,55001,21082,23180
"646","17101","Lawrence County, Illinois",16189,8919,7270,2911,3129
"647","17103","Lee County, Illinois",34527,18326,16201,7135,6981
"648","17105","Livingston County, Illinois",36324,18614,17710,7044,7686
"649","17107","Logan County, Illinois",29207,14183,15024,5143,5949
"650","17109","McDonough County, Illinois",30875,15009,15866,4728,5726
"651","17111","McHenry County, Illinois",307789,153382,154407,52802,56995
"652","17113","McLean County, Illinois",173219,84245,88974,23908,27472
"653","17115","Macon County, Illinois",106512,51062,55450,19453,22939
"654","17117","Macoupin County, Illinois",45719,22602,23117,8936,10083
